,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type
134,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910140,SESE10041,,"Psychology
",心理學,Unlimited,13,M34-,2,2,系統工程,,Required
135,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910141,SESE10057,,"General Physics Lab.(1)
",普通物理實驗 (1),Unlimited,26,W34-,2,2,尤懷德,,Required
136,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910142,SESE10137,,"Data Structure
",資料結構,Unlimited,19,M3T34-,3,3,周兆龍,,Required
137,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910143,SESE10153,,"Discrete Mathematics
",離散數學,Unlimited,19,M4T56-,3,3,王順吉,,Required
138,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910144,SESE00001,,"Chinese Modern History
",中國現代史(含國軍建軍史),Unlimited,31,R234-,3,3,系統工程,,Required
139,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910145,SESE10171,,"Physical Education(7)
",體育(7),Unlimited,56,R56-,0,2,系統工程,,Required
140,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910146,SESE00017,,"Seminar and Lab
",基礎科學講座與實驗,Unlimited,98,S234567-,0,3,劉宗哲,,Required
141,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910147,SESE10177,,"Mechatronics
",機電整合,Unlimited,22,T234-,3,3,孔健君,,Required
142,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910148,SESE10114,,"Network Technology and Practice(1)
",網路技術與實務1,Unlimited,19,R456-,3,3,張凱威,,Required
143,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910149,SESE00051,,"English(1)
",英文(1),Unlimited,27,R34F1-,3,3,系統工程,,Required
144,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910150,SESE10187,,"Introduction to Electronic and Information Warfare
",電資戰,Unlimited,60,M34-,2,2,張克勤,,Required
145,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910151,SESE00002,,"Intermediate English(1)
",中級英文(1),Unlimited,14,W9a-,2,2,系統工程,,Elective
146,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910152,SESE10185,,"Ethics in Engineering
",工程倫理,Unlimited,36,F34-,2,2,張枝成,,Required
147,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910153,SESE20076,,"Cryptography Engineering Practice
",密碼工程專題實作(1),Unlimited,4,M567-,1,3,賴泰宏,,Required
148,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910154,SESE10174,,"Project on Mechatronics and Aeronautical Control(3)
",機電航太控制專題實作(3),Unlimited,5,M567-,1,3,孔健君,,Required
149,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910155,SESE10173,,"Project on Structure of Military Aircraft(3)
",戰機結構專題實作(3),Unlimited,8,M567-,1,3,羅明忠,,Required
150,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910156,SESE10129,,"Project on Mechanical Design and Manufactujring (I)
",設計製造專題實作(1),Unlimited,4,M567-,1,3,尤懷德,,Required
151,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910157,SESE10175,,"Project on Thermal Fluid
",熱流量測專題實作(3),Unlimited,7,M567-,1,3,賴渝翔,,Required
152,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910158,SESE20033,,"Mechanical Design
",機械設計,Unlimited,6,T567-,3,3,林聰穎,,Required
153,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910159,SESE10065,,"Mechanics of Materials
",材料力學,Unlimited,29,M9ab-,3,3,陳冠宇,,Required
154,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910160,SESE10043,,"Applied Mechanics(1): Statics
",應用力學(1)-靜力學,Unlimited,32,T2R56-,3,3,林聰穎,,Required
155,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910161,SESE00041,,"French(1)
",法文(一)  ,Unlimited,3,R34-,2,2,系統工程,,Elective
156,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910162,SESE00028,,"German(1)
",德文(一)  ,Unlimited,24,T56-,2,2,系統工程,,Elective
157,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910164,SESE20043,,"Aerodnamics
",空氣動力學,Unlimited,10,F234-,3,3,尤懷德,,Required
158,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910165,SESE20069,,"Viscous Fluid Dynamics
",黏性流體力學,Unlimited,10,T234-,3,3,賴正權、陳竺博淵,,Elective
159,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910166,SESE20067,,"Electrical Engineering
",電工學,Unlimited,13,W34F1-,3,3,李彥宏,,Required
160,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910167,SESE20013,,"Principles of Jet Propulsion
",噴射推進原理,Unlimited,10,T567-,3,3,夏筱明,,Required
161,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910168,SESE20035,,"Fluid Mechanics Lab
",流體力學實驗,Unlimited,10,W567-,1,3,賴正權,,Required
162,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910169,SESE10185,,"Ethics in Engineering
",工程倫理,Unlimited,33,F34-,2,2,張德仁,,Required
163,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910170,SESE10094,,"Thermodynamics(1)
",熱力學(1),Unlimited,19,R9ab-,3,3,戴昌聖,,Required
164,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910171,SESE00116,,"The Art of War and Life
",孫子兵法與人生,Unlimited,29,F12-,2,2,系統工程,,Elective
165,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910172,SESE20039,,"Thermal Fluid Exp;eriment
",熱流實驗,Unlimited,3,R56-,1,2,張枝成,,Required
166,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910173,SESE20077,,"Data Communications and confidentiality
",資料通訊與保密,Unlimited,21,W567-,3,3,系統工程,,Elective
167,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910174,SESE00079,,"C4ISR System Practice(3)
",C4ISR 系統專題實作(3),Unlimited,5,M567-,1,3,劉中宇,,Required
168,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910175,SESE20066,,"Electromagnetic Waves
",電磁波,Unlimited,31,T234-,3,3,李志國,,Elective
169,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910176,SESE10026,,"Engineering Mathematics(1)
",工程數學(1),Unlimited,32,T1F12-,3,3,賴渝翔,,Required
170,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910177,SESE00011,,"Introduction to Defense Technology (I)
[CCS,COE,COS,CBT,CHS,CHK,CI] GECIDAST",國防科技概論(1),100,101,F567-EE106[GF],3,3,李永隆,,Elective
171,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910178,SESE10032,,"Workshop Practice(2)
",工廠實習(2),Unlimited,16,W12-,1,2,黃國鑫,,Required
172,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910179,SESE10094,,"Thermodynamics(1)
",熱力學(1),Unlimited,16,R123-,3,3,夏筱明,,Required
173,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910180,SESE00051,,"English(1)
",英文(1),Unlimited,23,W34F3-,3,3,系統工程,,Required
174,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910181,SESE10073,,"Mechanical Materials
",機械材料,Unlimited,32,W567-,3,3,系統工程,,Required
175,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910182,SESE10032,,"Workshop Practice(2)
",工廠實習(2),Unlimited,16,W12-,1,2,蔡林昌,,Required
176,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910183,SESE10094,,"Thermodynamics(1)
",熱力學(1),Unlimited,16,W34R4-,3,3,夏筱明,,Required
177,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910184,SESE10021,,"Engineering Graphics
",工程圖學,Unlimited,16,M78-,1,2,系統工程,,Required
178,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910185,SESE10021,,"Engineering Graphics
",工程圖學,Unlimited,16,M9a-,1,2,系統工程,,Required
179,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910186,SESE10055,,"General Physics(2)
",普通物理(2),Unlimited,34,R9ab-,3,3,鄭根發,,Required
180,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910187,SESE10038,,"Calculus(2)
",微積分(2),Unlimited,17,W89ab-,3,4,張枝成,,Required
181,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910188,SESE10054,,"General Physics (1)
",普通物理(1),Unlimited,22,R234-,3,3,杜建明,,Required
182,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910189,SESE10054,,"General Physics (1)
",普通物理(1),Unlimited,26,R34F1-,3,3,王哲釧,,Required
183,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910190,SESE10054,,"General Physics (1)
",普通物理(1),Unlimited,27,R34F1-,3,3,鄭紹宏,,Required
184,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910193,SESE10054,,"General Physics (1)
",普通物理(1),Unlimited,23,R34F1-,3,3,尤懷德,,Required
185,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910195,SESE00116,,"The Art of War and Life
",孫子兵法與人生,Unlimited,28,F34-,2,2,系統工程,,Elective
186,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910196,SESE10037,,"Calculus (1)
",微積分(1),Unlimited,27,T34R56-,4,4,張仁煦,,Required
187,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910197,SESE10037,,"Calculus (1)
",微積分(1),Unlimited,22,M56W34-,4,4,張枝成,,Required
188,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910198,SESE10037,,"Calculus (1)
",微積分(1),Unlimited,23,T12R12-,4,4,張仁煦,,Required
189,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910200,SESE00055,,"Financial Management
",財務管理 ,Unlimited,13,T56-,2,2,系統工程,,Elective
190,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910201,SESE10051,,"General Chemistry
",普通化學,Unlimited,23,M56W1-,3,3,游竹淋,,Required
191,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910202,SESE10224,,"Cryptography
",密碼學,Unlimited,5,R9ab-,3,3,張德仁,,Elective
192,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910203,SESE00117,,"Fiction and Film
",小說與電影,Unlimited,17,T56-,2,2,系統工程,,Elective
193,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910204,SESE10176,,"Project on Aerospace(1)
",太空專題實作(1),Unlimited,4,M567-,1,3,李彥宏,,Required
194,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910205,SESE10051,,"General Chemistry
",普通化學,Unlimited,27,M34R2-,3,3,游竹淋,,Required
195,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910206,SESE10051,,"General Chemistry
",普通化學,Unlimited,22,T567-,3,3,黃文鍵,,Required
196,111 Fall Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910207,SESE00118,,"Chinese Military Literature
",中國兵書選讀,Unlimited,25,W12-,2,2,系統工程,,Elective
