,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type,summary
482,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562017,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,32,R34-A502[GF],2,2,彭怡婷,,Elective,
483,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
484,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562018,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,30,R56-A509[GF],2,2,張月菁,,Elective,
485,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
486,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562019,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,30,R56-A308[GF],2,2,林玉書,,Elective,
487,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
488,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562020,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,30,T12-A504[GF],2,2,林曉薇,,Elective,
489,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
490,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562021,GELT00004,,"English Reading and Writing
LCLE",英文閱讀與寫作,30,30,T34-A504[GF],2,2,林曉薇,,Elective,
491,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562022,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,25,W34-A504[GF],2,2,王立仁,,Elective,
492,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
493,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562023,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,31,W34-A308[GF],2,2,黃佩如,,Elective,
494,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
495,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562024,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,32,W56-A405[GF],2,2,黃佩如,,Elective,
496,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
497,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562025,GELT00004,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Writing
LCLE",英文閱讀與寫作,32,30,R34-A504[GF],2,2,王立仁,,Elective,
498,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
499,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562026,GELT00004,,"English Reading and Writing
LCLE",英文閱讀與寫作,30,31,R12-A307[GF],2,2,吳舜華,,Elective,
500,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562027,GELT00005,,"English Oral Presentation
LCLE",英文口語發表,30,30,T34-A505[GF],2,2,吳思葦,,Elective,
501,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562028,GELT00005,,"English Oral Presentation
LCLE",英文口語發表,30,27,R78-A505[GF],2,2,吳思葦,,Elective,
502,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562029,GELT00005,,"English Oral Presentation
LCLE",英文口語發表,30,30,F12-A509[GF],2,2,李麥德,,Elective,
503,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562030,GELT00006,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Communication
LCLE",英文口語溝通,32,19,M78-A502[GF],2,2,鄺粵敏,,Elective,
504,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
505,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562031,GELT00015,遠距課程；第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Online Presentations
LCLEDL",線上英文會議簡報,32,29,F34-,2,2,秦毓婷,,Elective,
506,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
507,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562032,GELT00015,遠距課程,"English for Online Presentations
LCLEDL",線上英文會議簡報,30,13,F56-,2,2,秦毓婷,,Elective,
508,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
509,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562033,GELT20026,,"Technical English
LCLE",科技英文,30,29,R12-A501[GF],2,2,李麥德,,Elective,
510,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562034,GELT20026,第二階段選課此課程不開放，保留名額供大一新生選課。,"Technical English
LCLE",科技英文,32,24,R34-A501[GF],2,2,李麥德,,Elective,
511,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
512,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562035,GELT20006,,"Business English
LCLE",商用英文,30,29,M34-A506[GF],2,2,王立仁,,Elective,
513,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562036,GELT20006,,"Business English
LCLE",商用英文,30,29,M56-A506[GF],2,2,王立仁,,Elective,
514,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562037,GELT20012,,"Newspaper English
LCLE",新聞英語,30,26,T78-A506[GF],2,2,秦毓婷,,Elective,
515,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562038,GELT20013,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Tourists
LCLE",旅遊英文,32,32,R34-A307[GF],2,2,吳舜華,,Elective,
516,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
517,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562039,GELT20013,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Tourists
LCLE",旅遊英文,32,34,R56-A401[GF],2,2,彭怡婷,,Elective,
518,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
519,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562040,GELT20021,第二階段選課此課程不開放，保留名額供大一新生選課。,"Positive psychology English class
LCLE",正向幸福心理學的英文課 ,32,33,F34-HC101[GF],2,2,孫于智,,Elective,
520,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
521,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562041,GELT20022,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Job Seekers
LCLE",求職英文技巧,32,30,F34-A509[GF],2,2,李麥德,,Elective,
522,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
523,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562042,GELT20032,,"English for Intercultural Communication
LCLE",跨文化溝通英語力,30,19,R78-A509[GF],2,2,張月菁,,Elective,
524,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562045,GELT00003,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Reading and Discussion
LCLE",英文閱讀與討論,32,31,W56-A504[GF],2,2,郭詩芝,,Elective,
525,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
526,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562046,GELT00008,第二階段選課此課程不開放，保留名額供大一新生選課。,"Watching NBA Games to Learn English
LCLE",看美國職籃學英文,32,30,F34-A308[GF],2,2,楊芳盈,,Elective,
527,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
528,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562047,GELT00009,第二階段選課此課程不開放，保留名額供大一新生選課。,"English Readers
LCLE",讀小說學英文,32,30,T12-A505[GF],2,2,郭詩芝,,Elective,
529,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
530,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562048,GELT00007,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for the Workplace
LCLE",職場英文,32,31,W34-A505[GF],2,2,陳亞玲,,Elective,
531,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
532,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562049,GELT00011,第二階段選課此課程不開放，保留名額供大一新生選課。,"English for Studying Abroad
LCLE",留學英文,32,32,R56-A504[GF],2,2,林麗美,,Elective,
533,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
534,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562050,GELT00012,,"Multigenre English Writing
LCLE",多文體英文寫作,25,12,M34-A505[GF],2,2,張靜芬,,Elective,
535,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562051,GELT00013,,"Workplace English Writing
LCLE",職場英文寫作,25,25,T56-A506[GF],2,2,秦毓婷,,Elective,
536,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562052,GELT00013,第二階段選課此課程不開放，保留名額供大一新生選課。,"Workplace English Writing
LCLE",職場英文寫作,27,24,R56-A506[GF],2,2,秦毓婷,,Elective,
537,,Language Teaching and Research Center,Language Teaching and Research Center,,,,,,,,,,,,,,
538,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562053,GELT00014,,"Academic English Writing
LCLE",學術英文寫作,25,11,M56-A504[GF],2,2,林淑敏,,Elective,
539,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562054,GELT00014,,"Academic English Writing
LCLE",學術英文寫作,25,11,T34-A507[GF],2,2,楊芳盈,,Elective,
540,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562055,GELT10008,,"Japanese(I)
LCLS",日文(一),45,47,M34-A308[GF],2,2,洪淑娟,,Elective,
541,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562056,GELT10008,,"Japanese(I)
LCLS",日文(一),45,49,M56-A405[GF],2,2,陳曉貞,,Elective,
542,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562057,GELT10008,,"Japanese(I)
LCLS",日文(一),45,49,M78-A501[GF],2,2,賴郁芳,,Elective,
543,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562058,GELT10008,,"Japanese(I)
LCLS",日文(一),45,52,T12-A502[GF],2,2,詹兆雯,,Elective,
544,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562059,GELT10008,,"Japanese(I)
LCLS",日文(一),45,66,T34-A307[GF],2,2,賴薇如,,Elective,
545,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562060,GELT10008,,"Japanese(I)
LCLS",日文(一),45,45,T78-A405[GF],2,2,李蕙如,,Elective,
546,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562061,GELT10008,,"Japanese(I)
LCLS",日文(一),45,45,W12-A501[GF],2,2,周雅玲,,Elective,
547,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562062,GELT10008,,"Japanese(I)
LCLS",日文(一),45,50,W34-A502[GF],2,2,上條純惠,,Elective,
548,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562063,GELT10008,,"Japanese(I)
LCLS",日文(一),45,51,W56-A501[GF],2,2,上條純惠,,Elective,
549,111 Fall Semester,Language Teaching and Research Center,Language Teaching and Research Center,562064,GELT10008,,"Japanese(I)
LCLS",日文(一),45,49,R56-A502[GF],2,2,賴郁芳,,Elective,
